Buy,ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,PROFESSION,EDUCATION,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
No,1610,M,M,1,39229.1,26.26,M,Doctor,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2021,Q1 2021,0.39901235,
No,1611,F,S,0,68427.4,42.393333,S,Private Sector,High School,Visitor,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Knives,Max Gizmo,2021,Q1 2021,0.53910043,
Yes,1613,M,S,0,3601.71,49.266667,M,Professor,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Binoculars,Opera Vision,2021,Q1 2021,0.541,
No,1615,F,S,0,98716.3,55.66,S,Engineer,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2021,Q1 2021,0.46418706,
No,1616,F,S,2,66182.7,62.48,M,Self Employed,College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Navigation,Trail Master,2021,Q1 2021,0.3492274,
No,1617,F,M,2,84789.3,50.433333,S,Financial analyst,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.42250716,
No,1619,F,M,2,35976.5,48.853333,M,Lawyer,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.44845066,
No,1620,F,M,0,32703.1,64.92,U,Engineer,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.51695502,
Yes,1622,F,M,2,8204.72,52.973333,U,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.45933212,
No,1623,M,M,1,97180.4,33.0,U,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2021,Q1 2021,0.53194888,
Yes,1625,F,S,2,38280.0,33.74,S,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2021,Q1 2021,0.49600912,
Yes,1626,M,S,0,64136.6,61.106667,M,Accountant,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2021,Q1 2021,0.31009095,
No,1628,F,M,2,45429.7,61.713333,S,Lawyer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2021,Q1 2021,0.76185467,
No,1630,F,S,0,25285.5,53.986667,M,Not employed,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2021,Q1 2021,0.33681016,
Yes,1631,F,M,2,77551.1,33.6,M,Accountant,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2021,Q1 2021,0.53606768,
No,1632,F,M,0,38538.4,12.326667,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Tents,Star Dome,2021,Q1 2021,0.35277197,
No,1639,M,M,0,92881.8,21.38,M,Doctor,College,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Tents,Star Gazer 6,2021,Q1 2021,0.3733775,
Yes,1640,M,S,2,43634.5,21.78,U,Financial analyst,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Tents,Star Peg,2021,Q1 2021,0.48453608,
No,1644,F,S,1,13109.1,62.606667,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2021,Q1 2021,0.29145017,
No,1645,M,S,1,92647.5,56.046667,M,Not employed,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2021,Q1 2021,0.3769019,
No,1646,M,S,2,21021.6,62.753333,M,Lawyer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2021,Q1 2021,0.50871348,
Yes,1647,M,S,0,74460.7,55.34,U,Self Employed,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2021,Q1 2021,0.49321558,
Yes,1650,F,S,2,28787.4,41.666667,S,Lawyer,College,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2021,Q1 2021,0.33560737,
No,1653,M,M,1,13091.6,59.126667,S,Self Employed,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2021,Q1 2021,0.2733564,
Yes,1656,F,M,2,62061.8,45.92,U,Nursing,College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2021,Q1 2021,0.37984669,
Yes,1657,F,M,1,20550.9,22.12,U,Private Sector,High School,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2021,Q1 2021,0.38805542,
Yes,1660,M,M,2,1765.41,18.766667,S,Professor,College,Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2021,Q1 2021,0.50890117,
No,1663,F,S,2,19131.1,56.186667,U,Self Employed,Post College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,Firefly Lite,2021,Q1 2021,0.52896022,
No,1669,M,M,2,42750.3,50.493333,S,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2021,Q1 2021,0.52046036,
No,1671,F,S,2,2842.55,45.92,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,Firefly 2,2021,Q1 2021,0.37212806,
No,1672,M,M,2,22358.1,52.626667,S,Doctor,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,Firefly 4,2021,Q1 2021,0.37608319,
No,1674,M,M,0,47870.8,27.26,S,Doctor,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2021,Q1 2021,0.31641676,
No,1675,F,S,2,6440.46,70.0,S,Nursing,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,EverGlow Single,2021,Q1 2021,0.46706056,
No,1676,F,S,0,7325.5,36.92,M,Financial analyst,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,EverGlow Double,2021,Q1 2021,0.44102152,
Yes,1677,M,M,1,63900.9,28.333333,M,Scientist,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2021,Q1 2021,0.36186587,
No,1678,M,M,2,28766.9,46.84,M,Engineer,College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2021,Q1 2021,0.33395107,
No,1680,M,M,1,5252.29,16.333333,M,Professor,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2021,Q1 2021,0.54112808,
No,1684,M,M,2,91272.2,25.033333,M,Self Employed,College,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Mountain Man Analog,2021,Q1 2021,0.36722211,
No,1690,M,S,0,69000.0,42.0,S,Accountant,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Mountain Man Digital,2021,Q1 2021,0.50956351,
Yes,1694,M,M,2,1406.05,19.306667,M,Scientist,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2021,Q1 2021,0.49126011,
Yes,1696,F,S,0,73228.3,61.0,M,Nursing,College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Mountain Man Combination,2021,Q1 2021,0.53149401,
No,1697,F,S,2,76231.9,63.806667,M,Doctor,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Venue,2021,Q1 2021,0.41932648,
No,1702,M,M,1,64792.3,52.146667,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Infinity,2021,Q1 2021,0.47536715,
Yes,1705,F,S,0,93322.1,40.313333,S,Self Employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Lux,2021,Q1 2021,0.47459015,
No,1710,M,M,1,63437.3,63.653333,S,Accountant,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Sam,2021,Q1 2021,0.39153675,
No,1714,M,M,2,49910.7,51.52,S,Accountant,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,TX,2021,Q1 2021,0.44935114,
Yes,1716,M,M,0,76161.4,44.573333,S,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Legend,2021,Q1 2021,0.43857968,
No,1717,F,M,2,55860.0,14.573333,M,Scientist,Post College,Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.44272652,
No,1718,F,S,1,12686.0,64.8,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.57428913,
Yes,1726,M,M,2,57360.8,53.253333,S,Self Employed,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Polar Ice,2021,Q1 2021,0.52536849,
No,1727,M,M,1,92414.7,45.513333,S,Unemployed,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Polar Sports,2021,Q1 2021,0.48950928,
No,1728,M,M,0,60102.7,42.14,M,Engineer,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Bella,2021,Q1 2021,0.45525122,
Yes,1730,F,M,2,17888.7,43.0,S,Not employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34079583,
Yes,1731,F,S,1,12526.3,53.553333,U,Professor,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.31919205,
No,1734,F,S,2,14578.8,60.933333,M,Accountant,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Dante,2021,Q1 2021,0.35409752,
Yes,1737,M,M,0,78572.2,42.346667,M,Professor,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Fairway,2021,Q1 2021,0.4047019,
No,1739,F,M,2,48238.8,34.706667,U,Accountant,Post College,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Inferno,2021,Q1 2021,0.4093739,
No,1741,F,M,0,28770.9,12.34,S,Financial analyst,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Maximus,2021,Q1 2021,0.50341436,
Yes,1742,F,M,2,87578.2,53.366667,S,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Trendi,2021,Q1 2021,0.39547165,
No,1743,F,M,2,86695.4,13.906667,M,Lawyer,College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Eyewear,Zone,2021,Q1 2021,0.32330224,
Yes,1745,F,S,2,76791.2,55.0,M,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Knives,Double Edge,2021,Q1 2021,0.29920294,
No,1749,F,S,0,30763.8,14.193333,S,Accountant,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Knives,Max Gizmo,2021,Q1 2021,0.53832607,
No,1750,F,M,2,3193.6,54.046667,M,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Binoculars,Seeker 35,2021,Q1 2021,0.28069112,
Yes,1751,M,M,1,69680.9,15.846667,M,Professor,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Binoculars,Seeker 50,2021,Q1 2021,0.26558782,
No,1754,F,M,0,83287.0,67.0,S,Nursing,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Binoculars,Ranger Vision,2021,Q1 2021,0.42211895,
No,1755,M,S,0,2056.06,18.94,S,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Navigation,Glacier Basic,2021,Q1 2021,0.36988028,
No,1756,F,M,2,7776.6,35.706667,M,Scientist,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Navigation,Glacier GPS,2021,Q1 2021,0.28415201,
Yes,1757,M,M,1,2067.82,47.853333,S,Self Employed,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Personal Accessories,Navigation,Trail Master,2021,Q1 2021,0.34801894,
No,1758,M,S,0,68000.0,63.353333,S,Professor,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Navigation,Trail Scout,2021,Q1 2021,0.35583932,
Yes,1760,M,M,0,69343.3,42.166667,M,Scientist,College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Personal Accessories,Navigation,Trail Star,2021,Q1 2021,0.42449055,
No,1764,F,M,0,14932.5,42.0,M,Not employed,College,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2021,Q1 2021,0.72594752,
Yes,1765,F,S,0,27498.1,43.0,M,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2021,Q1 2021,0.66034985,
No,1767,M,M,2,21419.9,59.833333,U,Accountant,College,Visitor,LOW VALUE,MARRIED MEN,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2021,Q1 2021,0.60204082,
No,1768,M,M,2,30665.2,22.88,U,Not employed,College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2021,Q1 2021,0.63092784,
No,1769,F,M,1,78000.0,58.56,S,Doctor,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2021,Q1 2021,0.61052632,
No,1770,F,M,2,50561.3,46.0,S,Engineer,College,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2021,Q1 2021,0.53061224,
Yes,1772,F,S,2,23464.0,52.0,U,Nursing,College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2021,Q1 2021,0.58645066,
Yes,1773,F,M,2,194.57,70.0,S,Doctor,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,First Aid,Calamine Relief,2021,Q1 2021,0.52833333,
No,1774,F,M,1,98680.4,70.0,M,Private Sector,High School,Product Viewer,LOW VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Outdoor Protection,First Aid,Aloe Relief,2021,Q1 2021,0.63288719,
Yes,1775,M,M,0,65619.7,52.0,M,Not employed,College,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2021,Q1 2021,0.54,
No,1776,F,M,1,95620.3,61.0,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.41902604,
No,1777,F,S,0,85275.0,42.0,S,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.43751289,
Yes,1778,F,M,1,66921.4,52.646667,U,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.44535634,
No,1779,F,M,1,98453.6,62.0,U,Unemployed,High School,Visitor,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.44955007,
Yes,1780,F,M,2,94026.8,27.746667,U,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.42250716,
Yes,1782,F,S,2,57420.0,43.0,U,Self Employed,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.49636912,
No,1783,M,M,0,68000.0,49.0,U,Scientist,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.48311609,
No,1785,M,M,2,47639.1,43.0,S,Lawyer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.44845066,
Yes,1786,F,M,2,63234.5,52.36,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.51695502,
No,1788,M,M,0,3911.9,38.413333,S,Lawyer,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Department Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.51211318,
Yes,1790,F,M,2,18296.4,42.626667,S,Self Employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.45933212,
No,1791,F,S,0,39461.0,22.226667,U,Not employed,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.7266886,
No,1796,F,M,2,52957.0,39.746667,U,Engineer,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.51382847,
